event layer r x y z
512 2 567.11 509.756 248.521 37.9044
512 3 573.432 515.976 250.186 36.0908
512 4 761.935 698.266 304.91 73.659
512 5 768.32 704.473 306.648 72.9093
512 6 994.269 923.52 368.348 122.545
512 7 1000.74 929.641 370.467 123.25
513 1 402.016 326.915 233.974 282.014
513 2 563.639 469.129 312.422 307.36
513 3 570.031 474.954 315.206 306.247
513 4 751.987 633.227 405.596 366.326
513 5 758.457 638.792 408.904 319.852
513 6 996.051 841.949 532.203 367.182
513 7 1002.48 847.683 535.164 367.384
514 0 293.418 283.892 74.1601 18.7922
514 1 391.605 375.744 110.324 36.452
514 2 569.966 542.085 176.08 86.5573
514 2 551.057 524.482 169.067 84.1863
514 3 557.541 530.629 171.126 86.5652
514 4 767.784 726.294 248.978 172.289
514 5 774.758 732.485 252.419 170.216
514 5 756.802 715.724 245.944 172.515
514 6 1004.94 946.163 338.649 221.911
514 7 1011.59 952.342 341.126 219.86
515 0 289.786 275.149 90.9333 118.577
515 1 395.327 373.686 129.004 134.941
515 2 553.834 520.997 187.866 158.492
515 3 560.43 527.016 190.619 159.858
515 4 753.87 705.569 265.504 170.617
515 5 760.332 711.735 267.465 171.946
515 6 993.057 924.905 361.544 220.364
515 7 999.671 930.86 364.476 221.408
516 1 407.752 398.214 87.6789 38.1203
516 2 561.911 542.901 144.92 85.7467
516 3 568.752 549.252 147.652 84.9616
516 4 761.403 728.182 222.452 123.214
516 5 767.936 734.498 224.138 122.57
516 6 1000.52 948.453 318.552 221.385
516 7 1007.34 954.538 321.854 220.364
517 0 295.443 273.145 112.599 -1.15883
517 0 287.227 265.781 108.904 -3.4755
517 1 403.827 370.1 161.563 37.7925
517 2 563.769 512.13 235.708 85.9489
517 3 570.642 517.962 239.474 84.7575
517 4 769.387 692.727 334.791 124.066
517 5 776.044 698.719 337.694 121.705
517 4 750.941 676.599 325.768 121.77
517 5 757.474 682.382 328.818 124.015
517 6 994.179 888.045 446.955 170.915
518 0 291.197 274.596 96.9161 -77.3598
518 1 398.319 372.298 141.608 -60.9296
518 2 557.54 517.247 208.101 -12.9813
518 3 564.221 523.202 211.2 -12.6947
518 4 759.494 700.292 293.976 24.9865
518 5 766.109 706.311 296.729 24.7883
518 6 1000.02 917.556 397.661 73.7062
518 7 1006.58 923.582 400.247 72.8425
519 1 398.118 331.717 220.141 85.6329
519 2 556.123 480.794 279.482 110.451
519 3 562.489 486.744 281.91 111.166
519 4 756.487 667.281 356.383 122.602
519 5 762.748 673.482 358.06 123.22
519 6 994.638 887.316 449.415 170.982
519 7 1001.07 893.286 451.865 171.584
520 2 552.412 441.85 331.554 11.8684
520 3 558.797 447.383 334.817 13.7507
520 4 755.913 624.37 426.106 72.9073
520 5 762.355 629.975 429.321 73.6571
520 6 997.4 839.358 538.78 122.983
520 7 1003.64 845.433 540.876 122.841
521 1 399.375 330.1 224.799 -36.6306
521 2 557.008 479.231 283.893 -13.0519
521 3 563.366 485.183 286.32 -12.5809
521 4 756.211 667.699 355.011 24.5645
521 5 762.748 673.482 358.06 25.2201
521 6 992.192 891.332 435.858 24.2308
521 7 998.466 897.588 437.344 25.595
522 1 391.335 342.285 189.696 280.795
522 6 996.108 921.514 378.21 465.19
522 7 1002.48 927.735 379.835 465.384
523 0 290.388 274.907 93.5472 55.4015
523 1 396.154 373.284 132.655 61.2279
523 2 554.403 520.369 191.256 84.7732
523 3 560.947 526.448 193.686 85.9685
523 4 753.866 705.574 265.479 122.233
523 5 760.549 711.51 268.678 123.53
523 6 992.104 926.033 355.997 122.217
523 7 998.528 932.214 357.82 123.585
524 0 289.859 275.119 91.2569 64.1015
524 1 397.014 372.882 136.307 85.5151
524 1 397.267 372.766 137.357 85.5426
524 2 557.43 517.348 207.557 134.821
524 3 564.136 523.28 210.78 135.133
524 4 760.906 699.105 300.383 171.539
524 5 767.495 705.147 303.012 171.005
524 6 1003.99 913.89 415.682 221.801
524 7 1010.73 919.745 419.107 268.342
525 1 400.532 395.444 63.6355 111.299
525 2 555.098 543.775 111.546 134.495
525 3 561.719 550.148 113.424 135.469
525 4 751.578 731.835 171.134 170.26
525 5 758.116 738.149 172.844 172.291
525 6 1002.85 972.323 245.541 221.668
525 7 1009.45 978.7 247.244 220.109
526 0 290.481 247.074 152.754 203.755
526 1 390.801 343.333 186.677 232.328
526 2 565.715 510.723 243.302 257.958
526 3 572.164 516.861 245.411 280.6
526 4 761.117 698.93 301.322 319.181
526 4 761.657 698.49 303.697 319.244
526 5 767.6 705.06 303.482 318.61
526 6 993.728 924.132 365.341 366.848
526 7 1000.14 930.323 367.114 367.722
527 1 399.958 395.2 61.5114 -60.7647
527 2 555.933 543.654 116.199 -37.3921
527 3 562.609 550.019 118.353 -36.6679
527 4 753.462 731.026 182.502 -25.644
527 5 759.964 737.356 183.986 -24.1994
527 6 1006.46 971.906 261.461 26.0817
527 7 1013.26 978.262 263.994 23.6734
527 6 989.312 955.553 256.236 23.7539
527 7 995.945 961.715 258.863 26.013
528 0 294.916 241.804 168.838 -79.9765
528 1 393.055 339.199 198.584 -61.5439
528 2 567.285 509.636 249.164 -36.0869
528 3 573.686 515.802 251.125 -13.7507
528 4 761.201 698.862 301.694 25.1906
528 5 767.751 704.936 304.15 24.592
528 6 993.062 924.899 361.569 72.7483
528 7 999.589 930.955 364.007 73.8043
529 1 397.322 332.781 217.075 85.5485
529 2 555.937 481.13 278.533 134.617
529 3 562.396 486.912 281.435 135.371
529 4 757.069 666.417 359.224 171.062
529 5 763.358 672.566 361.068 171.522
529 6 996.193 884.915 457.52 269.202
529 7 1002.81 890.607 460.911 269.339
530 0 288.156 264.796 113.653 -90.2525
530 1 404.827 369.736 164.864 -60.3211
530 2 563.054 512.667 232.814 -12.3277
530 3 569.721 518.649 235.764 -13.3444
530 4 765.01 695.877 317.797 25.6166
530 5 771.446 702.034 319.809 24.1778
530 6 1003.53 914.296 413.685 123.748
530 7 1010.32 920.116 417.283 122.007
531 0 293.586 260.147 136.076 56.9515
531 1 407.159 368.921 172.266 62.2642
531 1 387.837 350.494 166.047 59.9521
531 2 560.437 514.73 221.682 85.5779
531 3 566.848 520.919 223.519 85.1795
531 4 757.987 701.613 286.851 122.798
531 5 764.554 707.673 289.382 122.983
531 6 994.059 923.756 367.19 170.897
531 7 1000.79 929.586 370.738 171.626
532 1 395.72 335.033 210.587 -12.8301
532 2 553.021 486.916 262.193 11.9744
532 3 559.424 492.841 264.693 13.6408
532 4 768.971 693.016 333.233 26.0248
532 5 775.175 699.324 334.428 23.7912
532 4 751.196 676.116 327.357 23.8128
532 5 757.474 682.382 328.818 26.015
532 6 1002.57 915.164 409.421 74.0182
532 7 1008.91 921.385 411.046 72.556
533 0 289.842 283.605 59.8046 237.98
533 1 389.551 377.159 97.4706 256.307
533 2 565.904 542.477 161.14 307.594
533 3 572.83 548.821 164.101 305.959
533 4 763.125 727.646 229.981 319.41
533 5 769.826 733.911 232.394 366.738
533 6 997.797 949.974 305.204 417.036
533 7 1004.6 956.059 308.506 416.714
534 1 398.529 394.569 56.0379 233.292
534 2 554.093 543.93 105.636 256.533
534 3 560.678 550.308 107.338 257.819
534 4 768.892 749.78 170.366 320.017
534 5 775.747 756.298 172.616 317.734
534 4 750.61 732.281 164.86 317.713
534 5 757.256 738.544 167.299 320.052
534 6 1001.08 972.538 237.343 367.838
534 7 1007.72 978.911 239.221 366.701
535 1 403.947 396.818 75.5579 86.1864
535 2 557.386 543.453 123.844 134.815
535 3 564.136 549.811 126.326 135.133
535 4 753.41 731.047 182.201 170.548
535 5 759.899 737.383 183.61 172.01
535 6 1003.6 972.233 248.962 270.14
535 7 1010.41 978.587 251.594 268.379
536 1 407.402 321.091 250.753 160.284
536 2 566.615 465.224 323.45 184.239
536 3 573.186 470.797 326.944 182.498
536 5 758.624 638.383 409.85 172.209
536 6 992.711 848.819 514.763 220.311
536 7 999.107 854.644 517.491 221.495
537 0 291.905 283.777 68.4029 13.3755
537 1 390.975 376.148 106.648 36.3558
537 2 569.844 542.097 175.652 62.3545
537 3 576.736 548.447 178.41 59.9698
537 2 550.974 524.601 168.423 59.9776
537 3 557.547 530.62 171.176 62.3722
537 4 768.603 726.069 252.14 74.3715
537 5 775.09 732.394 253.699 72.183
537 4 750.523 709.324 245.244 72.081
537 5 756.947 715.545 246.909 74.4893
537 6 1005.69 945.796 341.874 123.995
537 7 1012.24 952.026 343.901 121.787
537 6 988.859 930.201 335.51 121.673
537 7 995.335 936.322 337.629 124.121
538 1 401.718 327.262 232.975 85.9862
538 2 559.285 475.486 294.47 135.057
538 3 565.586 481.496 296.732 134.949
538 4 761.022 660.923 377.275 171.553
538 4 759.978 662.315 372.701 221.045
538 4 760.06 662.205 373.062 221.055
538 5 766.464 668.163 375.534 220.745
538 6 997.64 882.772 464.757 269.398
538 7 1004.15 888.613 467.641 269.157
539 0 288.283 264.667 114.273 -94.4942
539 1 402.656 370.538 157.587 -60.5115
539 2 559.891 515.184 219.233 -12.6869
539 3 566.6 521.125 222.406 -12.9911
539 4 761.318 698.765 302.213 25.2044
539 5 767.885 704.826 304.744 24.5763
539 6 1001.89 915.796 406.315 73.9358
539 7 1008.3 921.957 408.235 72.6306
540 1 404.43 397.002 77.1572 62.0366
540 2 562.228 542.866 146.278 85.782
540 3 569.323 549.189 150.067 84.8988
540 4 765.028 727.078 237.961 123.619
540 5 772.163 733.218 242.131 122.101
540 6 990.305 928.275 344.977 121.925
540 7 996.85 934.305 347.54 123.858
541 1 398.006 331.865 219.713 183.621
541 2 558.176 477.267 289.442 208.726
541 3 564.707 482.915 292.724 208.867
541 4 761.589 660.183 379.705 221.236
541 5 767.936 666.207 381.96 220.57
541 6 1002.65 875.891 487.987 270.028
541 7 1009.14 881.754 490.799 268.529
542 0 292.945 244.015 162.091 163.428
542 1 392.769 339.686 197.182 183.001
542 2 569.306 508.293 256.412 209.921
542 3 575.849 514.358 258.918 207.668
542 2 551.263 491.048 250.525 207.652
542 3 557.687 496.948 253.096 209.961
542 4 765.138 695.781 318.317 221.63
542 5 771.482 702.006 319.957 220.174
542 6 997.566 919.994 385.68 269.388
542 7 1004.06 926.08 387.97 269.168
543 0 294.875 283.995 79.359 90.6442
543 1 393.841 374.452 122.052 110.567
543 2 554.513 520.25 191.898 134.407
543 3 561.131 526.251 194.751 135.557
543 4 756.713 702.777 280.569 171.015
543 5 763.343 708.778 283.42 171.524
543 6 997.975 919.578 387.726 221.059
543 7 1004.66 925.473 390.954 220.706
544 0 290.179 274.99 92.651 147.729
544 1 399.277 371.887 145.334 159.56
544 2 560.926 514.331 223.834 183.635
544 3 567.674 520.245 227.155 183.083
544 4 766.781 694.57 324.847 221.803
544 5 773.686 700.383 328.714 219.942
544 6 992.647 890.56 438.463 220.301
544 7 999.056 896.58 440.746 221.503
545 1 395.947 334.703 211.537 257.204
545 2 553.72 485.429 266.392 280.665
545 3 559.974 491.658 268.036 282.124
545 4 769.753 692.475 336.152 368.485
545 5 776.457 698.435 339.227 366.048
545 4 751.685 675.208 330.342 366.277
545 5 758.06 681.283 332.428 319.917
545 6 1002.16 915.545 407.547 417.585
545 7 1008.67 921.606 409.961 416.201
546 0 292.819 274.009 103.256 34.6005
546 1 401.832 370.854 154.711 61.805
546 2 562.37 513.19 229.993 111.223
546 3 569.108 519.117 233.241 110.347
546 4 767.016 694.401 325.763 172.211
546 5 773.794 700.305 329.134 170.315
546 6 991.329 892.833 430.793 220.093
546 7 997.815 898.724 433.509 221.699
547 1 403.574 325.15 239.059 61.962
547 2 563.64 469.129 312.423 85.9351
547 4 768.264 652.14 406.132 123.954
547 5 774.648 658.076 408.675 121.844
547 4 750.7 636.499 398.02 121.728
547 5 757.074 642.323 400.728 124.084
547 6 991.638 851.188 508.748 170.527
547 7 998.091 856.894 511.779 172.038
548 0 290.758 283.684 63.7455 70.3098
548 1 389.933 376.873 100.072 84.5671
548 2 566.516 542.415 163.479 111.655
548 3 573.386 548.766 166.213 109.904
548 4 763.852 727.426 233.067 123.491
548 5 770.435 733.727 234.979 122.288
548 6 999.387 949.074 313.103 171.626
548 7 1006.1 955.216 315.904 170.903
549 0 289.083 283.536 56.3553 55.0765
549 1 389.71 377.038 98.5712 84.5278
549 2 570.18 542.066 176.834 112.002
549 2 550.961 524.619 168.324 109.592
549 3 557.609 530.533 171.647 111.976
549 4 752.752 706.757 259.097 122.064
549 5 759.238 712.899 261.182 123.728
549 6 994.924 922.793 371.924 171.023
549 7 1001.45 928.848 374.362 171.53
550 0 288.976 283.526 55.8554 -4.9255
550 1 388.359 378.154 88.4426 11.6878
550 2 561.429 542.956 142.832 61.5007
550 3 568.03 549.334 144.534 60.851
550 4 757.019 729.661 201.674 122.672
550 5 763.601 735.961 203.586 123.106
550 6 991.296 954.098 269.01 170.472
550 7 997.677 960.445 270.011 172.105
551 1 393.729 392.159 35.1189 134.744
551 2 569.518 562.75 87.5399 184.516
551 3 576.636 569.558 90.0685 182.171
551 2 550.756 544.535 82.5486 157.932
551 3 557.28 550.92 83.9488 160.427
551 4 762.41 748.693 143.972 221.33
551 5 769.063 755.18 145.468 220.441
551 6 995.541 973.269 209.401 318.727
551 7 1002.37 979.613 212.387 319.016
552 0 291.453 245.821 156.579 -62.6765
552 1 390.482 343.984 184.799 -37.7317
552 2 562.782 512.873 231.7 13.2678
552 3 569.036 519.172 232.945 12.3551
552 4 756.964 702.543 281.83 73.0486
552 5 763.284 708.833 283.123 73.5315
552 6 1005.69 945.793 341.899 172.379
552 7 1012.3 951.995 344.175 170.163
552 7 1012.47 951.91 344.925 170.144
552 6 989.215 929.715 337.902 170.12
552 7 995.762 935.74 340.488 172.428
553 1 400.389 328.846 228.412 85.8606
553 2 559.242 475.553 294.28 110.86
553 3 565.565 481.529 296.637 110.759
553 4 760.905 661.077 376.769 171.539
553 5 767.345 666.984 379.408 171.023
553 6 999.629 879.95 474.285 221.273
553 7 1005.95 886.055 476.277 220.539
554 2 554.823 434.623 344.864 36.4539
554 2 555.098 433.867 346.257 36.4951
554 3 561.092 440.421 347.64 37.5629
554 4 761.307 614.017 450.08 73.5864
554 5 767.545 619.951 452.533 72.9996
554 6 1006.2 824.283 577.051 124.052
554 7 1012.45 830.247 579.428 121.764
554 6 989.413 809.985 568.209 121.772
554 7 995.71 815.887 570.759 124.054
555 0 287.802 250.966 140.876 120.003
555 1 391.215 342.516 189.03 134.393
555 2 553.672 485.53 266.107 182.657
555 3 560.202 491.179 269.388 184.086
555 4 758.732 664.029 367.069 220.892
555 5 765.237 669.856 369.974 220.896
555 6 1003.64 874.626 492.256 270.144
555 7 1010.08 880.553 494.851 268.419
556 0 295.01 284.005 79.8256 98.6775
556 0 287.058 276.389 77.5322 97.2942
556 1 391.08 376.08 107.273 110.18
556 2 564.587 542.612 155.985 135.651
556 3 571.118 548.997 157.411 134.324
556 4 758.487 729.145 208.927 171.245
556 5 764.966 735.481 210.336 171.314
556 6 991.524 953.938 270.409 220.125
556 7 998.046 960.186 272.286 221.662
557 1 395.449 335.429 209.445 110.763
557 2 553.756 485.354 266.604 110.096
557 3 560.045 491.506 268.463 111.537
557 4 753.681 671.721 341.798 122.205
557 5 759.942 677.965 343.331 123.62
557 6 992.234 891.26 436.1 170.621
557 7 998.736 897.123 438.912 171.936
558 0 288.47 275.713 84.8344 207.529
558 1 395.161 373.769 128.254 232.921
558 2 554.988 519.746 194.62 256.67
558 3 561.71 525.641 198.04 257.662
558 4 756.772 702.722 280.866 269.023
558 5 763.328 708.792 283.346 269.526
558 6 997.561 919.999 385.655 319.004
558 7 1004.26 925.879 388.957 318.759
558 7 1004.33 925.804 389.327 318.749
558 7 1004.72 925.412 391.25 318.698
558 7 1004.83 925.307 391.767 318.684
559 0 295.886 273.007 114.084 156.428
559 0 287.601 265.375 110.863 155.479
559 1 401.917 370.821 155.012 159.813
559 2 558.766 516.146 214.038 183.376
559 3 565.281 522.253 216.321 183.37
559 4 757.803 701.778 285.961 220.775
559 4 757.925 701.668 286.555 220.79
559 5 764.477 707.742 289.011 220.992
559 5 764.6 707.632 289.605 220.977
559 6 994.715 923.024 370.789 220.61
559 7 1001.06 929.28 372.242 221.202
560 1 399.192 330.331 224.134 -12.4572
560 2 559.543 475.083 295.608 37.0879
560 3 566.018 480.816 298.653 36.8955
560 4 764.127 656.989 390.199 73.9044
560 5 770.554 662.896 392.838 72.658
560 6 1007.1 870.346 506.705 124.152
560 6 989.866 855.319 498.261 121.85
560 7 996.273 861.145 500.989 123.956
561 0 292.0 261.365 130.201 89.0025
561 1 409.816 368.039 180.268 112.09
561 1 388.45 348.745 171.085 109.707
561 2 567.143 509.733 248.645 160.099
561 3 573.78 515.738 251.472 158.248
561 4 751.886 674.841 331.545 219.927
561 5 758.482 680.514 334.955 221.848
561 6 993.846 888.581 445.146 268.866
561 7 1000.33 894.465 447.885 269.692
562 0 291.705 274.407 98.9574 -12.9588
562 1 400.005 371.584 148.084 13.2482
562 2 560.886 514.363 223.66 37.2469
562 3 567.697 520.226 227.255 36.6973
562 4 766.504 694.772 323.759 74.1576
562 5 773.413 700.58 327.65 72.3538
562 6 992.634 890.582 438.391 122.3
562 7 999.439 895.937 442.917 123.444
563 0 289.268 275.365 88.6016 208.346
563 1 397.17 372.81 136.956 233.149
563 2 557.84 516.972 209.586 281.258
563 3 564.433 523.009 212.239 281.478
563 4 761.408 698.692 302.609 367.598
563 5 768.337 704.459 306.722 366.907
563 6 1004.39 913.529 417.457 417.848
563 7 1011.05 919.469 420.464 415.923
564 2 559.548 515.473 217.674 -85.3031
564 3 566.078 521.565 220.032 -85.5033
564 4 756.216 703.245 278.046 -25.2515
564 5 762.729 709.355 280.303 -24.5939
564 6 990.34 928.23 345.199 23.9305
564 7 996.652 934.561 346.282 25.8913
565 0 295.082 241.625 169.384 -24.6005
565 1 395.754 334.984 210.729 -12.8262
565 2 555.419 482.087 275.83 36.5423
565 3 561.933 487.769 279.016 37.4373
565 4 757.069 666.417 359.224 73.0624
565 5 763.566 672.258 362.079 73.4942
565 5 763.805 671.907 363.234 73.4628
565 5 764.001 671.621 364.173 73.4373
565 6 996.573 884.344 459.45 122.871
565 7 1003.15 890.085 462.673 122.908
566 0 294.253 283.952 77.1761 29.7505
566 1 394.162 374.281 123.603 36.7994
566 2 555.59 519.127 197.959 60.7588
566 3 562.195 525.146 200.712 61.591
566 4 758.81 700.884 290.785 122.902
566 5 765.742 706.627 295.022 122.833
566 6 1001.2 916.433 403.183 123.469
566 7 1007.74 922.478 405.672 122.315
567 2 553.16 439.473 335.932 109.998
567 3 559.539 445.006 339.195 111.621
567 4 757.971 620.221 435.714 122.796
567 5 764.157 626.314 437.797 123.034
567 6 1001.21 832.489 556.219 171.853
567 7 1007.46 838.499 558.478 170.733
568 0 288.156 264.796 113.653 -0.2245
568 1 405.251 369.585 166.239 13.7232
568 2 563.874 512.052 236.128 37.5766
568 3 570.518 518.053 238.98 36.3872
568 4 766.353 694.882 323.166 74.1419
568 5 773.053 700.842 326.24 72.3911
568 6 1005.64 912.445 422.782 123.989
568 7 1012.45 918.25 426.454 121.764
568 6 988.946 897.248 415.885 121.689
568 7 995.588 902.839 419.615 124.076
569 0 287.034 283.329 45.9657 57.1432
569 1 389.569 377.146 97.5959 84.5023
569 2 552.478 522.597 179.233 109.88
569 3 559.219 528.428 183.001 111.676
569 4 757.108 702.41 282.547 122.684
569 5 763.705 708.443 285.227 123.092
569 6 1002.0 915.691 406.832 171.95
569 7 1008.67 921.611 409.936 170.585
570 0 289.024 275.469 87.4731 -66.3015
570 1 397.401 372.705 137.907 -36.8347
570 2 558.987 515.954 215.077 -12.7968
570 3 565.82 521.785 218.844 -12.8969
570 4 764.554 696.221 315.942 25.5675
570 5 771.482 702.006 319.957 24.1739
570 6 991.345 892.804 430.89 72.4794
570 7 998.14 898.152 435.438 74.03
571 0 291.835 283.771 68.1279 81.4775
571 1 391.971 375.518 112.375 84.889
571 2 552.838 522.157 181.607 109.943
571 3 559.435 528.167 184.411 111.639
571 4 754.105 705.326 266.815 122.268
571 5 760.602 711.455 268.974 123.522
571 6 993.675 924.192 365.045 170.841
571 7 1000.32 930.112 368.149 171.694
572 0 294.399 283.962 77.6927 -8.54217
572 1 394.985 373.857 127.454 -12.9165
572 1 393.281 374.757 119.276 12.4945
572 1 394.952 373.873 127.303 12.7045
572 1 395.366 373.667 129.179 12.7536
572 2 553.388 521.506 185.121 60.4192
572 3 560.005 527.498 188.022 61.9267
572 4 753.919 705.519 265.776 122.241
572 5 760.642 711.414 269.197 123.516
572 6 992.805 925.2 360.09 170.709
572 7 999.37 931.211 362.75 171.838
573 0 289.428 248.517 148.351 102.844
573 1 390.789 343.357 186.605 134.326
573 2 569.263 508.32 256.264 184.493
573 3 575.913 514.317 259.14 182.237
573 2 551.048 491.602 248.961 182.184
573 3 557.531 497.351 251.957 184.567
573 4 770.432 692.012 338.65 222.168
573 4 751.765 675.061 330.823 219.907
573 5 758.18 681.064 333.15 221.897
573 6 991.597 892.361 432.385 318.137
573 7 998.317 897.845 436.476 319.619
574 1 396.322 334.167 213.082 110.864
574 1 396.498 333.92 213.795 110.883
574 2 553.4 486.101 264.494 158.421
574 3 559.827 491.968 267.159 159.956
574 4 769.767 692.466 336.201 222.103
574 4 751.645 675.281 330.101 219.887
574 5 758.192 681.042 333.222 221.895
574 6 1004.06 913.825 416.003 270.193
574 7 1010.55 919.91 418.294 268.364
575 0 292.023 283.786 68.8678 133.259
575 0 293.593 283.905 74.8016 149.779
575 0 287.001 276.418 77.2169 149.579
575 0 288.746 275.59 86.162 159.987
575 0 292.056 274.279 100.338 154.499
575 0 294.169 273.553 108.185 165.854
575 0 294.851 273.332 110.574 144.678
575 0 290.403 274.901 93.6112 172.844
575 0 290.435 274.889 93.7463 180.829
575 0 293.843 273.661 107.02 185.123
575 1 392.099 375.441 113.075 158.716
575 2 552.826 522.171 181.533 207.941
575 3 559.458 528.139 184.559 209.635
575 4 753.436 706.023 263.055 268.552
575 5 760.147 711.927 266.426 269.973
575 6 992.092 926.048 355.923 318.215
575 7 998.603 932.124 358.264 319.573
576 1 404.789 397.137 78.3321 184.259
576 2 557.346 543.459 123.642 208.618
576 3 563.878 549.845 125.018 208.975
576 4 752.618 731.379 177.533 268.426
576 5 759.133 737.705 179.093 270.128
576 6 1001.99 972.426 241.618 319.566
576 7 1008.57 978.806 243.22 366.597
577 0 288.31 250.167 143.315 -72.9598
577 1 390.679 343.58 185.964 -61.8913
577 2 570.317 507.642 259.925 -35.8023
577 3 576.915 513.67 262.628 -14.0549
577 2 551.496 490.46 252.186 -38.1184
577 3 557.872 496.478 254.424 -35.8926
577 4 752.118 674.424 332.917 23.9639
577 5 758.727 680.075 336.399 25.8089
577 6 990.955 893.497 428.549 24.0326
577 6 991.051 893.326 429.128 24.0483
577 7 997.298 899.645 430.397 25.7834
577 7 997.322 899.603 430.542 25.7795
578 0 294.722 259.324 140.042 212.206
578 0 287.005 252.297 136.813 209.88
578 1 389.795 345.461 180.545 232.16
578 3 576.679 513.821 261.812 305.592
578 2 551.263 491.047 250.526 280.228
578 3 557.677 496.973 253.024 282.538
578 4 753.397 672.197 340.234 366.546
578 5 760.081 677.731 344.1 367.983
578 6 995.263 886.337 452.72 416.688
578 7 1001.76 892.207 455.508 417.102
579 0 292.399 244.661 160.119 -49.9515
579 1 393.8 337.97 202.126 -37.2547
579 2 553.793 485.278 266.818 -13.523
579 3 560.19 491.204 269.316 -12.1118
579 4 754.28 670.732 345.047 24.2936
579 5 760.777 676.58 347.88 25.4968
579 6 991.947 891.753 434.435 72.5756
579 7 998.548 897.445 437.826 73.9652
580 0 287.246 283.352 47.1321 -84.1765
580 1 406.925 397.92 85.1296 -60.1464
580 2 559.167 543.225 132.571 -36.9662
580 3 565.943 549.581 135.103 -37.1036
580 4 755.205 730.334 192.214 -25.3908
580 5 761.733 736.654 193.848 -24.4566
580 6 989.935 955.083 260.36 23.8618
580 7 996.525 961.279 262.687 25.9129
581 0 293.959 259.872 137.398 38.3505
581 1 390.165 344.653 182.874 60.4153
581 2 552.724 487.571 260.344 84.4984
581 2 552.849 487.293 261.127 84.52
581 3 559.355 492.993 264.265 86.2276
581 4 757.529 665.743 361.437 122.739
581 5 764.081 671.504 364.559 123.043
581 6 1001.72 877.113 483.862 171.916
581 7 1008.33 882.826 487.18 170.627
582 0 293.348 243.548 163.516 207.829
582 1 396.005 334.621 211.775 233.019
582 2 558.058 477.46 288.897 257.094
582 3 564.534 483.201 291.917 257.273
582 4 763.337 657.963 386.998 319.434
582 5 770.15 663.394 391.202 318.319
582 6 1006.84 870.661 505.644 368.507
582 6 989.688 855.752 497.161 366.203
582 7 996.361 860.933 501.527 368.324
583 0 293.355 260.319 135.244 116.802
583 1 408.288 368.541 175.717 160.355
583 1 388.134 349.619 168.566 133.83
583 1 388.187 349.471 168.994 133.842
583 2 562.459 513.121 230.364 209.233
583 3 569.108 519.117 233.241 208.347
583 4 761.089 698.953 301.199 269.561
583 5 767.745 704.94 304.125 268.976
583 6 997.768 919.789 386.69 319.032
583 7 1004.16 925.984 388.439 318.773
584 0 290.045 283.623 60.6961 95.5608
584 1 389.743 377.013 98.7955 109.959
584 2 567.366 542.332 166.674 160.121
584 3 574.206 548.686 169.281 158.207
584 4 766.422 726.676 243.607 221.766
584 5 773.362 732.875 246.949 219.976
584 6 1004.78 946.246 337.925 270.275
584 7 1011.54 952.371 340.876 268.25
585 0 290.67 246.825 153.515 144.154
585 1 390.917 343.102 187.343 182.73
585 1 391.348 342.26 189.767 182.797
585 1 391.504 341.963 190.623 182.82
585 1 391.557 341.864 190.908 182.828
585 1 391.583 341.815 191.05 182.832
585 1 391.676 341.641 191.549 182.846
585 2 567.056 509.792 248.323 209.708
585 3 573.532 515.907 250.557 232.081
585 4 764.851 695.996 317.155 269.983
585 5 771.276 702.162 319.116 268.58
585 6 1000.87 916.749 401.63 319.428
585 7 1007.38 922.814 404.019 366.742
586 0 288.999 275.48 87.3569 24.9922
586 1 394.779 373.961 126.504 61.067
586 2 553.384 521.511 185.096 84.6103
586 3 559.902 527.617 187.378 86.1353
586 4 752.401 707.142 257.019 122.009
586 5 758.813 713.367 258.659 123.795
586 6 989.608 929.188 340.491 170.189
586 7 995.93 935.514 341.598 172.399
587 1 406.572 397.794 84.0304 -11.7918
587 2 561.562 542.941 143.41 13.1324
587 3 568.523 549.278 146.672 12.4121
587 4 761.64 728.107 223.506 25.2417
587 5 768.359 734.364 226.02 24.5213
587 6 1001.51 947.92 323.227 73.8907
587 7 1008.36 953.994 326.628 72.6227
588 0 290.225 247.417 151.709 84.1765
588 1 390.359 344.24 184.062 110.065
588 2 565.237 511.062 241.471 135.718
588 3 571.823 517.104 244.101 134.252
588 2 551.469 490.527 251.996 133.885
588 3 558.617 494.672 259.523 135.975
588 3 559.099 493.564 262.653 135.889
588 3 559.155 493.438 263.009 135.879
588 3 559.189 493.362 263.222 135.873
588 3 559.223 493.287 263.436 135.867
588 3 559.257 493.211 263.649 135.861
588 2 551.826 489.653 254.463 256.144
588 3 559.272 493.177 263.744 258.05
588 3 562.843 486.106 283.712 331.308
588 2 559.597 422.87 366.51 183.478
588 3 565.073 430.325 366.234 159.204
588 2 559.019 424.167 364.122 281.407
588 3 564.646 431.322 364.399 281.45
588 4 762.451 697.853 307.136 171.718
588 5 769.144 703.813 310.21 170.815
588 6 998.099 919.452 388.343 171.459
588 7 1004.39 925.749 389.597 171.125
589 1 400.186 329.093 227.699 -12.3591
589 3 566.403 480.219 300.337 12.6574
589 4 762.827 658.601 384.904 25.3771
589 5 769.306 664.449 387.736 24.4134
589 6 1002.6 875.955 487.77 74.0222
589 7 1009.33 881.518 491.595 72.5069
590 1 405.29 323.285 244.431 233.918
